2165417855,0,0
10789192,2165417855,0
-6938427,10789192,2165417855
716077,-6938427,10789192
5879058,716077,-6938427
-6712263,5879058,716077
2597522,-6712263,5879058
8624711,2597522,-6712263
-2242710,8624711,2597522
-3060038,-2242710,8624711
5650593,-3060038,-2242710
-11603111,5650593,-3060038
12658675,-11603111,5650593
-1749376,12658675,-11603111
-7472532,-1749376,12658675
7283211,-7472532,-1749376
-11665653,7283211,-7472532
11381921,-11665653,7283211
-2930270,11381921,-11665653
-4586375,-2930270,11381921
10815368,-4586375,-2930270
-14255474,10815368,-4586375
14884081,-14255474,10815368
-1773725,14884081,-14255474
1803830,-1773725,14884081
-11130148,1803830,-1773725
13527594,-11130148,1803830
-10282372,13527594,-11130148
153597,-10282372,13527594
-811338,153597,-10282372
-2797330,-811338,153597
4424135,-2797330,-811338
1282138,4424135,-2797330
-5818150,1282138,4424135
10124458,-5818150,1282138
-7696455,10124458,-5818150
9627852,-7696455,10124458
-565507,9627852,-7696455
5758477,-565507,9627852
-10171263,5758477,-565507
9691566,-10171263,5758477
-5564296,9691566,-10171263
5271653,-5564296,9691566
941084,5271653,-5564296
-5520057,941084,5271653
4676009,-5520057,941084
-1987540,4676009,-5520057
-2512098,-1987540,4676009
-1147488,-2512098,-1987540
-1466138,-1147488,-2512098
9207158,-1466138,-1147488
1635927,9207158,-1466138
-2699205,1635927,9207158
1345173,-2699205,1635927
-11319969,1345173,-2699205
1952702,-11319969,1345173
11934744,1952702,-11319969
-3013717,11934744,1952702
1798034,-3013717,11934744
-9863729,1798034,-3013717
11057059,-9863729,1798034
-12055208,11057059,-9863729
2514886,-12055208,11057059
4279897,2514886,-12055208
-4495012,4279897,2514886
1565248,-4495012,4279897
7719236,1565248,-4495012
-1694659,7719236,1565248
-8299973,-1694659,7719236
784390,-8299973,-1694659
934484,784390,-8299973
9173134,934484,784390
168968,9173134,934484
-4515310,168968,9173134
2872468,-4515310,168968
-5256487,2872468,-4515310
1904119,-5256487,2872468
7920314,1904119,-5256487
-9885044,7920314,1904119
3998014,-9885044,7920314
7314053,3998014,-9885044
-12366205,7314053,3998014
3896792,-12366205,7314053
5950911,3896792,-12366205
-10483781,5950911,3896792
8162017,-10483781,5950911
3770759,8162017,-10483781
4685901,3770759,8162017
-3001904,4685901,3770759
478889,-3001904,4685901
-8286365,478889,-3001904
1858594,-8286365,478889
