3105964013,0,0
437955866,3105964013,0
-3229055449,437955866,3105964013
2597460091,-3229055449,437955866
-937865171,2597460091,-3229055449
2017305757,-937865171,2597460091
-2687748771,2017305757,-937865171
-790608075,-2687748771,2017305757
2351322999,-790608075,-2687748771
-1019884916,2351322999,-790608075
-1692915562,-1019884916,2351322999
2299980942,-1692915562,-1019884916
958657132,2299980942,-1692915562
-1006224120,958657132,2299980942
-2167456409,-1006224120,958657132
1883398432,-2167456409,-1006224120
-1585583862,1883398432,-2167456409
2844772577,-1585583862,1883398432
-1799288964,2844772577,-1585583862
414514505,-1799288964,2844772577
-1068981154,414514505,-1799288964
-663971212,-1068981154,414514505
2924311640,-663971212,-1068981154
-751808083,2924311640,-663971212
-1622192002,-751808083,2924311640
2323637355,-1622192002,-751808083
-1572412488,2323637355,-1622192002
2555262317,-1572412488,2323637355
-1227633663,2555262317,-1572412488
993536885,-1227633663,2555262317
-283943499,993536885,-1227633663
-854283725,-283943499,993536885
-2425999913,-854283725,-283943499
3269837033,-2425999913,-854283725
-643555643,3269837033,-2425999913
-2482716943,-643555643,3269837033
678370564,-2482716943,-643555643
1439441675,678370564,-2482716943
-2524056166,1439441675,678370564
167400689,-2524056166,1439441675
3868787516,167400689,-2524056166
-3929407995,3868787516,167400689
530509779,-3929407995,3868787516
-590821197,530509779,-3929407995
1648658237,-590821197,530509779
-1534013760,1648658237,-590821197
994090629,-1534013760,1648658237
2619003941,994090629,-1534013760
-568595643,2619003941,994090629
-2981752840,-568595643,2619003941
350633205,-2981752840,-568595643
2425986382,350633205,-2981752840
-2444031133,2425986382,350633205
2241940442,-2444031133,2425986382
730291974,2241940442,-2444031133
564413191,730291974,2241940442
-2021528762,564413191,730291974
-1081954282,-2021528762,564413191
2849389504,-1081954282,-2021528762
40593305,2849389504,-1081954282
-976142152,40593305,2849389504
-427996647,-976142152,40593305
-561883600,-427996647,-976142152
1612015696,-561883600,-427996647
-1430571119,1612015696,-561883600
-44443833,-1430571119,1612015696
-1428515812,-44443833,-1430571119
2709395797,-1428515812,-44443833
-744565549,2709395797,-1428515812
-1587312217,-744565549,2709395797
1428334444,-1587312217,-744565549
-817826185,1428334444,-1587312217
-304689075,-817826185,1428334444
2878633040,-304689075,-817826185
-2249883989,2878633040,-304689075
827462042,-2249883989,2878633040
814091202,827462042,-2249883989
-2346006648,814091202,827462042
-765139447,-2346006648,814091202
3204807751,-765139447,-2346006648
-919107040,3204807751,-765139447
-835627544,-919107040,3204807751
681980480,-835627544,-919107040
1320520170,681980480,-835627544
-795921713,1320520170,681980480
698850784,-795921713,1320520170
-3392021029,698850784,-795921713
1601258943,-3392021029,698850784
764044041,1601258943,-3392021029
-962479609,764044041,1601258943
-408402209,-962479609,764044041
2273362709,-408402209,-962479609
-2879339087,2273362709,-408402209
816010117,-2879339087,2273362709
-1372506397,816010117,-2879339087
-192730541,-1372506397,816010117
3839697326,-192730541,-1372506397
-3379566405,3839697326,-192730541
1653690532,-3379566405,3839697326
750889314,1653690532,-3379566405
-573222663,750889314,1653690532
-955426912,-573222663,750889314
-629762233,-955426912,-573222663
2115971520,-629762233,-955426912
1129611791,2115971520,-629762233
-2778454002,1129611791,2115971520
704647196,-2778454002,1129611791
687816430,704647196,-2778454002
-2059457586,687816430,704647196
2854720088,-2059457586,687816430
-239630169,2854720088,-2059457586
340831533,-239630169,2854720088
-1833398831,340831533,-239630169
2468705717,-1833398831,340831533
-3386089195,2468705717,-1833398831
1009120795,-3386089195,2468705717
194412919,1009120795,-3386089195
853088761,194412919,1009120795
83480351,853088761,194412919
442216257,83480351,853088761
320766465,442216257,83480351
408550022,320766465,442216257
-1787845312,408550022,320766465
-8128944,-1787845312,408550022
-255285653,-8128944,-1787845312
-1583099953,-255285653,-8128944
3299032241,-1583099953,-255285653
-1690890412,3299032241,-1583099953
-1486957236,-1690890412,3299032241
898030594,-1486957236,-1690890412
1022190850,898030594,-1486957236
1101230881,1022190850,898030594
-547957872,1101230881,1022190850
-737141052,-547957872,1101230881
1846782275,-737141052,-547957872
-3350836411,1846782275,-737141052
848271483,-3350836411,1846782275
-65034077,848271483,-3350836411
-1278099677,-65034077,848271483
3507671781,-1278099677,-65034077
-3786906294,3507671781,-1278099677
2348868826,-3786906294,3507671781
-1642690223,2348868826,-3786906294
1227195767,-1642690223,2348868826
1733832252,1227195767,-1642690223
-702620495,1733832252,1227195767
861550354,-702620495,1733832252
221429584,861550354,-702620495
-603874506,221429584,861550354
-1300656410,-603874506,221429584
111597796,-1300656410,-603874506
-830553442,111597796,-1300656410
-370818540,-830553442,111597796
1447093857,-370818540,-830553442
1074181159,1447093857,-370818540
-2787013042,1074181159,1447093857
3217969095,-2787013042,1074181159
-731230430,3217969095,-2787013042
809770385,-731230430,3217969095
-1949084599,809770385,-731230430
-75686590,-1949084599,809770385
-629391140,-75686590,-1949084599
-102588618,-629391140,-75686590
